ARTIFACT	RESULT_FAMILY	SOURCE_OUTPUT_PATH	CURATED_PATH	TYPE	SOURCE_RUN	SOURCE_COMMIT	SOURCE_CHECKPOINT	SOURCE_CHECKPOINT_SHA256	INCLUDED	EXCLUSION_REASON	NOTES
fig1_naming_scaling_curve.pdf	B_naming_acquisition	outputs/naming_comprehension_93a577f/summary_plots/fig1_naming_scaling_curve.pdf	figures/summary_plots/fig1_naming_scaling_curve.pdf	figure-pdf	(generated from retained runs)	5a79feee9383a631025e3a6ddfe2b0339119a3cb	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Fig 1 - naming acquisition cost vs lexical scale | PDF is the canonical artifact
fig1_naming_scaling_curve.png	B_naming_acquisition	outputs/naming_comprehension_93a577f/summary_plots/fig1_naming_scaling_curve.png	figures/summary_plots/fig1_naming_scaling_curve.png	figure-png	(generated from retained runs)	5a79feee9383a631025e3a6ddfe2b0339119a3cb	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Fig 1 - naming acquisition cost vs lexical scale | PNG kept for README/web preview only
fig2_same_words_alone_vs_full.pdf	B_naming_acquisition	outputs/naming_comprehension_93a577f/summary_plots/fig2_same_words_alone_vs_full.pdf	figures/summary_plots/fig2_same_words_alone_vs_full.pdf	figure-pdf	(generated from retained runs)	5a79feee9383a631025e3a6ddfe2b0339119a3cb	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Fig 2 - same words in ~10k blocks vs inside full lexicon | PDF is the canonical artifact
fig2_same_words_alone_vs_full.png	B_naming_acquisition	outputs/naming_comprehension_93a577f/summary_plots/fig2_same_words_alone_vs_full.png	figures/summary_plots/fig2_same_words_alone_vs_full.png	figure-png	(generated from retained runs)	5a79feee9383a631025e3a6ddfe2b0339119a3cb	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Fig 2 - same words in ~10k blocks vs inside full lexicon | PNG kept for README/web preview only
fig3_comprehension_learning_curve.pdf	C_comprehension_acquisition	outputs/naming_comprehension_93a577f/summary_plots/fig3_comprehension_learning_curve.pdf	figures/summary_plots/fig3_comprehension_learning_curve.pdf	figure-pdf	(generated from retained runs)	5a79feee9383a631025e3a6ddfe2b0339119a3cb	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Fig 3 - comprehension top-1 learning curve | PDF is the canonical artifact
fig3_comprehension_learning_curve.png	C_comprehension_acquisition	outputs/naming_comprehension_93a577f/summary_plots/fig3_comprehension_learning_curve.png	figures/summary_plots/fig3_comprehension_learning_curve.png	figure-png	(generated from retained runs)	5a79feee9383a631025e3a6ddfe2b0339119a3cb	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Fig 3 - comprehension top-1 learning curve | PNG kept for README/web preview only
fig4_repetition_cost_single_task.pdf	D_repetition_cost	outputs/naming_comprehension_93a577f/summary_plots/fig4_repetition_cost_single_task.pdf	figures/summary_plots/fig4_repetition_cost_single_task.pdf	figure-pdf	(generated from retained runs)	5a79feee9383a631025e3a6ddfe2b0339119a3cb	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Fig 4 - repetition cost of single-task training, per route | PDF is the canonical artifact
fig4_repetition_cost_single_task.png	D_repetition_cost	outputs/naming_comprehension_93a577f/summary_plots/fig4_repetition_cost_single_task.png	figures/summary_plots/fig4_repetition_cost_single_task.png	figure-png	(generated from retained runs)	5a79feee9383a631025e3a6ddfe2b0339119a3cb	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Fig 4 - repetition cost of single-task training, per route | PNG kept for README/web preview only
fig5_sequential_forgetting.pdf	D_repetition_cost	outputs/naming_comprehension_93a577f/summary_plots/fig5_sequential_forgetting.pdf	figures/summary_plots/fig5_sequential_forgetting.pdf	figure-pdf	(generated from retained runs)	5a79feee9383a631025e3a6ddfe2b0339119a3cb	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Fig 5 - sequential Block A/B forgetting | PDF is the canonical artifact
fig5_sequential_forgetting.png	D_repetition_cost	outputs/naming_comprehension_93a577f/summary_plots/fig5_sequential_forgetting.png	figures/summary_plots/fig5_sequential_forgetting.png	figure-png	(generated from retained runs)	5a79feee9383a631025e3a6ddfe2b0339119a3cb	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Fig 5 - sequential Block A/B forgetting | PNG kept for README/web preview only
fig_backup_frozen_starting_point.pdf	A_frozen_baseline	outputs/naming_comprehension_93a577f/summary_plots/fig_backup_frozen_starting_point.pdf	figures/summary_plots/fig_backup_frozen_starting_point.pdf	figure-pdf	(generated from retained runs)	5a79feee9383a631025e3a6ddfe2b0339119a3cb	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Backup - frozen model starting point | PDF is the canonical artifact
fig_backup_frozen_starting_point.png	A_frozen_baseline	outputs/naming_comprehension_93a577f/summary_plots/fig_backup_frozen_starting_point.png	figures/summary_plots/fig_backup_frozen_starting_point.png	figure-png	(generated from retained runs)	5a79feee9383a631025e3a6ddfe2b0339119a3cb	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Backup - frozen model starting point | PNG kept for README/web preview only
cohort_by_seed.tsv	A_frozen_baseline	outputs/naming_comprehension_93a577f/cohort/cohort_by_seed.tsv	frozen_baseline/cohort/cohort_by_seed.tsv	TSV	cohort	9981133009d565378259f2399ed8e97c408c8655	4 selected checkpoints (seeds 19,20,21,22)	see README and manifests	yes		Cohort aggregate over the 4 historical selected checkpoints; supports comprehension top-1 ~2.55%, true-GloVe naming 0.00%, s_hat naming ~98.73%
cohort_summary.json	A_frozen_baseline	outputs/naming_comprehension_93a577f/cohort/cohort_summary.json	frozen_baseline/cohort/cohort_summary.json	JSON	cohort	9981133009d565378259f2399ed8e97c408c8655	4 selected checkpoints (seeds 19,20,21,22)	see README and manifests	yes		Cohort aggregate over the 4 historical selected checkpoints; supports comprehension top-1 ~2.55%, true-GloVe naming 0.00%, s_hat naming ~98.73%
summary.json	A_frozen_baseline	outputs/naming_comprehension_93a577f/seed19_e0155/summary.json	frozen_baseline/seed19_e0155/summary.json	JSON	seed19_e0155	3d0ce67d910020875bb994b13403049d4d223dda	seed_19_epoch_0155.pt	7d05f9c2ad5a53e705f7d55ccde2581754918938d8ca888da35c0a859666478e	yes		Per-seed frozen-probe aggregate; strict unique-phonology population plus separate homophone reporting
summary.json	A_frozen_baseline	outputs/naming_comprehension_93a577f/seed20_e0130/summary.json	frozen_baseline/seed20_e0130/summary.json	JSON	seed20_e0130	3d0ce67d910020875bb994b13403049d4d223dda	seed_20_epoch_0130.pt	b44548b6916ea89c6f099402b78031063445e572932acee8dd7558a73dfc6cfb	yes		Per-seed frozen-probe aggregate; strict unique-phonology population plus separate homophone reporting
summary.json	A_frozen_baseline	outputs/naming_comprehension_93a577f/seed21_e0145/summary.json	frozen_baseline/seed21_e0145/summary.json	JSON	seed21_e0145	3d0ce67d910020875bb994b13403049d4d223dda	seed_21_epoch_0145.pt	ab58092e7c2bfac42ab977352e6d5d6416ca605b71a3eacb777300060b30f5cf	yes		Per-seed frozen-probe aggregate; strict unique-phonology population plus separate homophone reporting
summary.json	A_frozen_baseline	outputs/naming_comprehension_93a577f/seed22_e0140/summary.json	frozen_baseline/seed22_e0140/summary.json	JSON	seed22_e0140	3d0ce67d910020875bb994b13403049d4d223dda	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Per-seed frozen-probe aggregate; strict unique-phonology population plus separate homophone reporting
run_summary.json	D_repetition_cost	outputs/naming_comprehension_93a577f/phase2b_c3_flat_seed22/run_summary.json	runs/phase2b_c3_flat_seed22/run_summary.json	JSON	phase2b_c3_flat_seed22	d5f087b9aba37dc8fea4d1f7a9eca6fe5bef2388	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Repetition cost after single-task comprehension (Fig 4) | eval_git.dirty=True at run time (uncommitted working-tree changes recorded by the run itself)
trajectory.tsv	D_repetition_cost	outputs/naming_comprehension_93a577f/phase2b_c3_flat_seed22/trajectory.tsv	runs/phase2b_c3_flat_seed22/trajectory.tsv	TSV	phase2b_c3_flat_seed22	d5f087b9aba37dc8fea4d1f7a9eca6fe5bef2388	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Repetition cost after single-task comprehension (Fig 4) | eval_git.dirty=True at run time (uncommitted working-tree changes recorded by the run itself)
run_summary.json	D_repetition_cost	outputs/naming_comprehension_93a577f/phase2b_n0_naming_seed22/run_summary.json	runs/phase2b_n0_naming_seed22/run_summary.json	JSON	phase2b_n0_naming_seed22	d5f087b9aba37dc8fea4d1f7a9eca6fe5bef2388	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Repetition cost after single-task naming (Fig 4) | eval_git.dirty=True at run time (uncommitted working-tree changes recorded by the run itself)
trajectory.tsv	D_repetition_cost	outputs/naming_comprehension_93a577f/phase2b_n0_naming_seed22/trajectory.tsv	runs/phase2b_n0_naming_seed22/trajectory.tsv	TSV	phase2b_n0_naming_seed22	d5f087b9aba37dc8fea4d1f7a9eca6fe5bef2388	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Repetition cost after single-task naming (Fig 4) | eval_git.dirty=True at run time (uncommitted working-tree changes recorded by the run itself)
run_summary.json	C_comprehension_acquisition	outputs/naming_comprehension_93a577f/phase2d3_c3_subset3288_stress_seed22/run_summary.json	runs/phase2d3_c3_subset3288_stress_seed22/run_summary.json	JSON	phase2d3_c3_subset3288_stress_seed22	c8da3631b8a13326c029d47fc3304b545734c74d	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Comprehension learning curve and confirmed criterion crossing (Fig 3)
trajectory.tsv	C_comprehension_acquisition	outputs/naming_comprehension_93a577f/phase2d3_c3_subset3288_stress_seed22/trajectory.tsv	runs/phase2d3_c3_subset3288_stress_seed22/trajectory.tsv	TSV	phase2d3_c3_subset3288_stress_seed22	c8da3631b8a13326c029d47fc3304b545734c74d	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Comprehension learning curve and confirmed criterion crossing (Fig 3)
run_summary.json	B_naming_acquisition	outputs/naming_comprehension_93a577f/phase2f_n0_representative3288_seed22/run_summary.json	runs/phase2f_n0_representative3288_seed22/run_summary.json	JSON	phase2f_n0_representative3288_seed22	bb45299eb7e51fa32953259333e7174b79e67de2	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Naming acquisition, representative N=3288 (Fig 1) | eval_git.dirty=True at run time (uncommitted working-tree changes recorded by the run itself)
trajectory.tsv	B_naming_acquisition	outputs/naming_comprehension_93a577f/phase2f_n0_representative3288_seed22/trajectory.tsv	runs/phase2f_n0_representative3288_seed22/trajectory.tsv	TSV	phase2f_n0_representative3288_seed22	bb45299eb7e51fa32953259333e7174b79e67de2	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Naming acquisition, representative N=3288 (Fig 1) | eval_git.dirty=True at run time (uncommitted working-tree changes recorded by the run itself)
run_summary.json	B_naming_acquisition	outputs/naming_comprehension_93a577f/phase2g_n0_representative10000_seed22/run_summary.json	runs/phase2g_n0_representative10000_seed22/run_summary.json	JSON	phase2g_n0_representative10000_seed22	14571e5a7ce939ce1d3414b234937b8a18764469	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Naming acquisition, representative N=10000 (Fig 1); also Block A in Fig 2 | eval_git.dirty=True at run time (uncommitted working-tree changes recorded by the run itself)
subset_definition.json	B_naming_acquisition	outputs/naming_comprehension_93a577f/phase2g_n0_representative10000_seed22/subset_definition.json	runs/phase2g_n0_representative10000_seed22/subset_definition.json	JSON	phase2g_n0_representative10000_seed22	14571e5a7ce939ce1d3414b234937b8a18764469	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Naming acquisition, representative N=10000 (Fig 1); also Block A in Fig 2 | eval_git.dirty=True at run time (uncommitted working-tree changes recorded by the run itself)
trajectory.tsv	B_naming_acquisition	outputs/naming_comprehension_93a577f/phase2g_n0_representative10000_seed22/trajectory.tsv	runs/phase2g_n0_representative10000_seed22/trajectory.tsv	TSV	phase2g_n0_representative10000_seed22	14571e5a7ce939ce1d3414b234937b8a18764469	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Naming acquisition, representative N=10000 (Fig 1); also Block A in Fig 2 | eval_git.dirty=True at run time (uncommitted working-tree changes recorded by the run itself)
final_per_item.tsv	B_naming_acquisition	outputs/naming_comprehension_93a577f/phase2h_n0_fulllexicon_3000_seed22/final_per_item.tsv	runs/phase2h_n0_fulllexicon_3000_seed22/final_per_item.tsv	TSV	phase2h_n0_fulllexicon_3000_seed22	80906b01c9400847c8511b0e89898c1ca2779071	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Naming acquisition, full lexicon N=29571, 3000 exposures (Fig 1); full-lexicon endpoint for Fig 2
run_summary.json	B_naming_acquisition	outputs/naming_comprehension_93a577f/phase2h_n0_fulllexicon_3000_seed22/run_summary.json	runs/phase2h_n0_fulllexicon_3000_seed22/run_summary.json	JSON	phase2h_n0_fulllexicon_3000_seed22	80906b01c9400847c8511b0e89898c1ca2779071	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Naming acquisition, full lexicon N=29571, 3000 exposures (Fig 1); full-lexicon endpoint for Fig 2
trajectory.tsv	B_naming_acquisition	outputs/naming_comprehension_93a577f/phase2h_n0_fulllexicon_3000_seed22/trajectory.tsv	runs/phase2h_n0_fulllexicon_3000_seed22/trajectory.tsv	TSV	phase2h_n0_fulllexicon_3000_seed22	80906b01c9400847c8511b0e89898c1ca2779071	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Naming acquisition, full lexicon N=29571, 3000 exposures (Fig 1); full-lexicon endpoint for Fig 2
run_summary.json	B_naming_acquisition	outputs/naming_comprehension_93a577f/phase2i_n0_repblockB_10000_seed22/run_summary.json	runs/phase2i_n0_repblockB_10000_seed22/run_summary.json	JSON	phase2i_n0_repblockB_10000_seed22	80906b01c9400847c8511b0e89898c1ca2779071	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Disjoint Block B [10k:20k) trained alone (Fig 2) | eval_git.dirty=True at run time (uncommitted working-tree changes recorded by the run itself)
subset_definition.json	B_naming_acquisition	outputs/naming_comprehension_93a577f/phase2i_n0_repblockB_10000_seed22/subset_definition.json	runs/phase2i_n0_repblockB_10000_seed22/subset_definition.json	JSON	phase2i_n0_repblockB_10000_seed22	80906b01c9400847c8511b0e89898c1ca2779071	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Disjoint Block B [10k:20k) trained alone (Fig 2) | eval_git.dirty=True at run time (uncommitted working-tree changes recorded by the run itself)
trajectory.tsv	B_naming_acquisition	outputs/naming_comprehension_93a577f/phase2i_n0_repblockB_10000_seed22/trajectory.tsv	runs/phase2i_n0_repblockB_10000_seed22/trajectory.tsv	TSV	phase2i_n0_repblockB_10000_seed22	80906b01c9400847c8511b0e89898c1ca2779071	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Disjoint Block B [10k:20k) trained alone (Fig 2) | eval_git.dirty=True at run time (uncommitted working-tree changes recorded by the run itself)
run_summary.json	B_naming_acquisition	outputs/naming_comprehension_93a577f/phase2i_n0_repblockC_9571_seed22/run_summary.json	runs/phase2i_n0_repblockC_9571_seed22/run_summary.json	JSON	phase2i_n0_repblockC_9571_seed22	80906b01c9400847c8511b0e89898c1ca2779071	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Disjoint Block C [20k:29.6k) trained alone (Fig 2) | eval_git.dirty=True at run time (uncommitted working-tree changes recorded by the run itself)
subset_definition.json	B_naming_acquisition	outputs/naming_comprehension_93a577f/phase2i_n0_repblockC_9571_seed22/subset_definition.json	runs/phase2i_n0_repblockC_9571_seed22/subset_definition.json	JSON	phase2i_n0_repblockC_9571_seed22	80906b01c9400847c8511b0e89898c1ca2779071	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Disjoint Block C [20k:29.6k) trained alone (Fig 2) | eval_git.dirty=True at run time (uncommitted working-tree changes recorded by the run itself)
trajectory.tsv	B_naming_acquisition	outputs/naming_comprehension_93a577f/phase2i_n0_repblockC_9571_seed22/trajectory.tsv	runs/phase2i_n0_repblockC_9571_seed22/trajectory.tsv	TSV	phase2i_n0_repblockC_9571_seed22	80906b01c9400847c8511b0e89898c1ca2779071	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Disjoint Block C [20k:29.6k) trained alone (Fig 2) | eval_git.dirty=True at run time (uncommitted working-tree changes recorded by the run itself)
blockC_offtarget_control.json	D_repetition_cost	outputs/naming_comprehension_93a577f/phase2j_n0_sequential_A_then_B_seed22/blockC_offtarget_control.json	runs/phase2j_n0_sequential_A_then_B_seed22/blockC_offtarget_control.json	JSON	phase2j_n0_sequential_A_then_B_seed22	80906b01c9400847c8511b0e89898c1ca2779071	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Sequential Block A -> Block B forgetting and path dependence (Fig 5) | eval_git.dirty=True at run time (uncommitted working-tree changes recorded by the run itself)
run_summary.json	D_repetition_cost	outputs/naming_comprehension_93a577f/phase2j_n0_sequential_A_then_B_seed22/run_summary.json	runs/phase2j_n0_sequential_A_then_B_seed22/run_summary.json	JSON	phase2j_n0_sequential_A_then_B_seed22	80906b01c9400847c8511b0e89898c1ca2779071	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Sequential Block A -> Block B forgetting and path dependence (Fig 5) | eval_git.dirty=True at run time (uncommitted working-tree changes recorded by the run itself)
trajectory.tsv	D_repetition_cost	outputs/naming_comprehension_93a577f/phase2j_n0_sequential_A_then_B_seed22/trajectory.tsv	runs/phase2j_n0_sequential_A_then_B_seed22/trajectory.tsv	TSV	phase2j_n0_sequential_A_then_B_seed22	80906b01c9400847c8511b0e89898c1ca2779071	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Sequential Block A -> Block B forgetting and path dependence (Fig 5) | eval_git.dirty=True at run time (uncommitted working-tree changes recorded by the run itself)
run_summary.json	E_warmstart_multitask	outputs/naming_comprehension_93a577f/phase3a_multitask_123_subset3288_seed22/run_summary.json	runs/phase3a_multitask_123_subset3288_seed22/run_summary.json	JSON	phase3a_multitask_123_subset3288_seed22	c56355cd4f8298afe901f83aa5f5367f45209b7f	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Phase 3A local interleaved multitask 0->400k; validated by the plot script and required for the continuous 0->780k trajectory reading
trajectory.tsv	E_warmstart_multitask	outputs/naming_comprehension_93a577f/phase3a_multitask_123_subset3288_seed22/trajectory.tsv	runs/phase3a_multitask_123_subset3288_seed22/trajectory.tsv	TSV	phase3a_multitask_123_subset3288_seed22	c56355cd4f8298afe901f83aa5f5367f45209b7f	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Phase 3A local interleaved multitask 0->400k; validated by the plot script and required for the continuous 0->780k trajectory reading
run_summary.json	E_warmstart_multitask	outputs/naming_comprehension_93a577f/phase3b_multitask_123_continue400k_to800k_subset3288_seed22/run_summary.json	runs/phase3b_multitask_123_continue400k_to800k_subset3288_seed22/run_summary.json	JSON	phase3b_multitask_123_continue400k_to800k_subset3288_seed22	c56355cd4f8298afe901f83aa5f5367f45209b7f	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Phase 3B local rehearsal, continuation to 780k; carries the continuous trajectory (MT Fig 1, 2, 3, backup)
trajectory.tsv	E_warmstart_multitask	outputs/naming_comprehension_93a577f/phase3b_multitask_123_continue400k_to800k_subset3288_seed22/trajectory.tsv	runs/phase3b_multitask_123_continue400k_to800k_subset3288_seed22/trajectory.tsv	TSV	phase3b_multitask_123_continue400k_to800k_subset3288_seed22	c56355cd4f8298afe901f83aa5f5367f45209b7f	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Phase 3B local rehearsal, continuation to 780k; carries the continuous trajectory (MT Fig 1, 2, 3, backup)
run_summary.json	E_warmstart_multitask	outputs/naming_comprehension_93a577f/phase3c_multitask_123_replexfull_subset3288_seed22/run_summary.json	runs/phase3c_multitask_123_replexfull_subset3288_seed22/run_summary.json	JSON	phase3c_multitask_123_replexfull_subset3288_seed22	439316e09b3c79ad5740fbffaecafacfa4a3558f	seed_22_epoch_0140.pt	a15846cbf3c7df88ed289512bbb20cbefd2121d0deec1b39f363932a743da595	yes		Phase 3C full-lexicon repetition rehearsal to 800k (MT Fig 2, 3, backup)
