item_index	word	batch_dec_width	rank	target_phonemes	length	zipf_approx	is_word	gate	effective_ventral_weight	effective_dorsal_weight	lexical_confidence	lexical_margin	lexical_density	canonical_full_exact	canonical_full_predicted	canonical_wm_exact	canonical_wm_predicted	canonical_ltm_exact	canonical_ltm_predicted	canonical_fixed05_exact	canonical_fixed05_predicted	freear_full_exact	freear_full_predicted	freear_wm_exact	freear_wm_predicted	freear_ltm_exact	freear_ltm_predicted	freear_fixed05_exact	freear_fixed05_predicted	competence_category	competence_category_freear
42	one	10	43	W AH N	3	0.023256	1	0.5589678883552551	0.5589678883552551	0.4410321116447449	0.8184871077537537	0.03689855337142944	31.91204833984375	1	W AH N	1	W AH N	1	W AH N	1	W AH N	1	W AH N	1	W AH N	1	W AH N	1	W AH N	BOTH_CORRECT	BOTH_CORRECT
43	other	10	44	AH DH ER	3	0.022727	1	0.5884769558906555	0.5884769558906555	0.4115230441093445	0.8788363337516785	0.12027794122695923	6.071784019470215	1	AH DH ER	1	AH DH ER	1	AH DH ER	1	AH DH ER	1	AH DH ER	1	AH DH ER	1	AH DH ER	1	AH DH ER	BOTH_CORRECT	BOTH_CORRECT
44	do	10	45	D UW	2	0.022222	1	0.5844466090202332	0.5844466090202332	0.41555339097976685	0.8705272078514099	0.1050957441329956	15.175050735473633	1	D UW	1	D UW	1	D UW	1	D UW	1	D UW	1	D UW	1	D UW	1	D UW	BOTH_CORRECT	BOTH_CORRECT
45	no	10	46	N OW	2	0.021739	1	0.5687402486801147	0.5687402486801147	0.43125975131988525	0.8383566737174988	0.04295092821121216	28.843074798583984	1	N OW	1	N OW	1	N OW	1	N OW	1	N OW	1	N OW	1	N OW	1	N OW	BOTH_CORRECT	BOTH_CORRECT
46	information	10	47	IH N F ER M EY SH AH N	9	0.021277	1	0.5932573080062866	0.5932573080062866	0.4067426919937134	0.8887237310409546	0.23877710103988647	1.2240461111068726	1	IH N F ER M EY SH AH N	1	IH N F ER M EY SH AH N	1	IH N F ER M EY SH AH N	1	IH N F ER M EY SH AH N	1	IH N F ER M EY SH AH N	1	IH N F ER M EY SH AH N	1	IH N F ER M EY SH AH N	1	IH N F ER M EY SH AH N	BOTH_CORRECT	BOTH_CORRECT
47	time	10	48	T AY M	3	0.020833	1	0.572769820690155	0.572769820690155	0.42723017930984497	0.8465805053710938	0.17703354358673096	6.290290832519531	1	T AY M	1	T AY M	1	T AY M	1	T AY M	1	T AY M	1	T AY M	1	T AY M	1	T AY M	BOTH_CORRECT	BOTH_CORRECT
48	they	10	49	DH EY	2	0.020408	1	0.5769756436347961	0.5769756436347961	0.42302435636520386	0.8551851511001587	0.05087655782699585	26.124935150146484	1	DH EY	1	DH EY	1	DH EY	1	DH EY	1	DH EY	1	DH EY	1	DH EY	1	DH EY	BOTH_CORRECT	BOTH_CORRECT
49	site	10	50	S AY T	3	0.02	1	0.5627774596214294	0.5627774596214294	0.43722254037857056	0.8262210488319397	0.06147795915603638	2.131984233856201	1	S AY T	1	S AY T	1	S AY T	1	S AY T	1	S AY T	1	S AY T	1	S AY T	1	S AY T	BOTH_CORRECT	BOTH_CORRECT
50	he	10	51	HH IY	2	0.019608	1	0.5473125576972961	0.5473125576972961	0.45268744230270386	0.7949090600013733	0.054319679737091064	22.90857696533203	1	HH IY	1	HH IY	1	HH IY	1	HH IY	1	HH IY	1	HH IY	1	HH IY	1	HH IY	BOTH_CORRECT	BOTH_CORRECT
51	up	10	52	AH P	2	0.019231	1	0.5633604526519775	0.5633604526519775	0.43663954734802246	0.8274057507514954	0.08786296844482422	18.755781173706055	1	AH P	1	AH P	1	AH P	1	AH P	1	AH P	1	AH P	1	AH P	1	AH P	BOTH_CORRECT	BOTH_CORRECT
52	may	10	53	M EY	2	0.018868	1	0.532167911529541	0.532167911529541	0.467832088470459	0.7644248008728027	0.019183039665222168	47.47608184814453	1	M EY	1	M EY	1	M EY	1	M EY	1	M EY	1	M EY	1	M EY	1	M EY	BOTH_CORRECT	BOTH_CORRECT
53	what	10	54	W AH T	3	0.018519	1	0.5974133610725403	0.5974133610725403	0.4025866389274597	0.89734947681427	0.08092725276947021	13.972123146057129	1	W AH T	1	W AH T	1	W AH T	1	W AH T	1	W AH T	1	W AH T	1	W AH T	1	W AH T	BOTH_CORRECT	BOTH_CORRECT
54	which	10	55	W IH CH	3	0.018182	1	0.5685665011405945	0.5685665011405945	0.4314334988594055	0.8380024433135986	0.18544316291809082	4.5643086433410645	1	W IH CH	1	W IH CH	1	W IH CH	1	W IH CH	1	W IH CH	1	W IH CH	1	W IH CH	1	W IH CH	BOTH_CORRECT	BOTH_CORRECT
55	their	10	56	DH EH R	3	0.017857	1	0.5420393943786621	0.5420393943786621	0.4579606056213379	0.7842777371406555	0.003708481788635254	52.51801681518555	1	DH EH R	1	DH EH R	1	DH EH R	1	DH EH R	1	DH EH R	1	DH EH R	1	DH EH R	1	DH EH R	BOTH_CORRECT	BOTH_CORRECT
56	news	10	57	N UW Z	3	0.017544	1	0.5602006912231445	0.5602006912231445	0.43979930877685547	0.8209882378578186	0.20872843265533447	2.2348079681396484	1	N UW Z	1	N UW Z	1	N UW Z	1	N UW Z	1	N UW Z	1	N UW Z	1	N UW Z	1	N UW Z	BOTH_CORRECT	BOTH_CORRECT
57	out	10	58	AW T	2	0.017241	1	0.5639397501945496	0.5639397501945496	0.43606024980545044	0.8285834193229675	0.11477530002593994	8.216142654418945	1	AW T	1	AW T	1	AW T	1	AW T	1	AW T	1	AW T	1	AW T	1	AW T	BOTH_CORRECT	BOTH_CORRECT
58	use	10	59	Y UW S	3	0.016949	1	0.5886281728744507	0.5886281728744507	0.4113718271255493	0.8791484832763672	0.06460517644882202	3.916851043701172	1	Y UW S	1	Y UW S	1	Y UW S	1	Y UW S	1	Y UW S	1	Y UW S	1	Y UW S	1	Y UW S	BOTH_CORRECT	BOTH_CORRECT
59	any	10	60	EH N IY	3	0.016667	1	0.5847835540771484	0.5847835540771484	0.41521644592285156	0.8712208271026611	0.09536164999008179	11.103009223937988	1	EH N IY	1	EH N IY	1	EH N IY	1	EH N IY	1	EH N IY	1	EH N IY	1	EH N IY	1	EH N IY	BOTH_CORRECT	BOTH_CORRECT
60	there	10	61	DH EH R	3	0.016393	1	0.5420393943786621	0.5420393943786621	0.4579606056213379	0.7842777371406555	0.003708481788635254	52.51801681518555	1	DH EH R	1	DH EH R	1	DH EH R	1	DH EH R	1	DH EH R	1	DH EH R	1	DH EH R	1	DH EH R	BOTH_CORRECT	BOTH_CORRECT
61	see	10	62	S IY	2	0.016129	1	0.5045996904373169	0.5045996904373169	0.4954003095626831	0.7091996073722839	0.10139775276184082	21.773235321044922	1	S IY	1	S IY	1	S IY	1	S IY	1	S IY	1	S IY	1	S IY	1	S IY	BOTH_CORRECT	BOTH_CORRECT
62	only	10	63	OW N L IY	4	0.015873	1	0.5874746441841125	0.5874746441841125	0.41252535581588745	0.8767676949501038	0.1338244080543518	8.44374942779541	1	OW N L IY	1	OW N L IY	1	OW N L IY	1	OW N L IY	1	OW N L IY	1	OW N L IY	1	OW N L IY	1	OW N L IY	BOTH_CORRECT	BOTH_CORRECT
63	so	10	64	S OW	2	0.015625	1	0.5818446278572083	0.5818446278572083	0.41815537214279175	0.8651751279830933	0.07388061285018921	29.14226531982422	1	S OW	1	S OW	1	S OW	1	S OW	1	S OW	1	S OW	1	S OW	1	S OW	BOTH_CORRECT	BOTH_CORRECT
64	his	10	65	HH IH Z	3	0.015385	1	0.5569106936454773	0.5569106936454773	0.4430893063545227	0.8143168091773987	0.1554011106491089	4.004002571105957	1	HH IH Z	1	HH IH Z	1	HH IH Z	1	HH IH Z	1	HH IH Z	1	HH IH Z	1	HH IH Z	1	HH IH Z	BOTH_CORRECT	BOTH_CORRECT
65	when	10	66	W EH N	3	0.015152	1	0.564251184463501	0.564251184463501	0.435748815536499	0.8292166590690613	0.09630763530731201	19.34458351135254	1	W EH N	1	W EH N	1	W EH N	1	W EH N	1	W EH N	1	W EH N	1	W EH N	1	W EH N	BOTH_CORRECT	BOTH_CORRECT
66	contact	10	67	K AA N T AE K T	7	0.014925	1	0.5722585916519165	0.5722585916519165	0.4277414083480835	0.8455359935760498	0.2250196933746338	1.1442861557006836	1	K AA N T AE K T	1	K AA N T AE K T	1	K AA N T AE K T	1	K AA N T AE K T	1	K AA N T AE K T	1	K AA N T AE K T	1	K AA N T AE K T	1	K AA N T AE K T	BOTH_CORRECT	BOTH_CORRECT
67	here	10	68	HH IY R	3	0.014706	1	0.5354490876197815	0.5354490876197815	0.4645509123802185	0.7710173726081848	0.07393598556518555	20.534984588623047	1	HH IY R	1	HH IY R	1	HH IY R	1	HH IY R	1	HH IY R	1	HH IY R	1	HH IY R	1	HH IY R	BOTH_CORRECT	BOTH_CORRECT
68	business	10	69	B IH Z N AH S	6	0.014493	1	0.5722755193710327	0.5722755193710327	0.4277244806289673	0.8455706834793091	0.1990942358970642	2.1576480865478516	1	B IH Z N AH S	1	B IH Z N AH S	1	B IH Z N AH S	1	B IH Z N AH S	1	B IH Z N AH S	1	B IH Z N AH S	1	B IH Z N AH S	1	B IH Z N AH S	BOTH_CORRECT	BOTH_CORRECT
69	who	10	70	HH UW	2	0.014286	1	0.5518708825111389	0.5518708825111389	0.4481291174888611	0.8041163682937622	0.06437385082244873	7.704725742340088	1	HH UW	1	HH UW	1	HH UW	1	HH UW	1	HH UW	1	HH UW	1	HH UW	1	HH UW	BOTH_CORRECT	BOTH_CORRECT
70	web	10	71	W EH B	3	0.014085	1	0.5772768259048462	0.5772768259048462	0.4227231740951538	0.8558021187782288	0.0947110652923584	3.4188451766967773	1	W EH B	1	W EH B	1	W EH B	1	W EH B	1	W EH B	1	W EH B	1	W EH B	1	W EH B	BOTH_CORRECT	BOTH_CORRECT
71	also	10	72	AO L S OW	4	0.013889	1	0.5838943719863892	0.5838943719863892	0.41610562801361084	0.8693903684616089	0.1494138240814209	5.594403266906738	1	AO L S OW	1	AO L S OW	1	AO L S OW	1	AO L S OW	1	AO L S OW	1	AO L S OW	1	AO L S OW	1	AO L S OW	BOTH_CORRECT	BOTH_CORRECT
72	now	10	73	N AW	2	0.013699	1	0.5539398193359375	0.5539398193359375	0.4460601806640625	0.8083010911941528	0.08245646953582764	22.629201889038086	1	N AW	1	N AW	1	N AW	1	N AW	1	N AW	1	N AW	1	N AW	1	N AW	BOTH_CORRECT	BOTH_CORRECT
73	help	10	74	HH EH L P	4	0.013514	1	0.5972710251808167	0.5972710251808167	0.40272897481918335	0.897053599357605	0.14573776721954346	2.3600497245788574	1	HH EH L P	1	HH EH L P	1	HH EH L P	1	HH EH L P	1	HH EH L P	1	HH EH L P	1	HH EH L P	1	HH EH L P	BOTH_CORRECT	BOTH_CORRECT
74	get	10	75	G EH T	3	0.013333	1	0.5923927426338196	0.5923927426338196	0.4076072573661804	0.886932909488678	0.10571664571762085	7.758915424346924	1	G EH T	1	G EH T	1	G EH T	1	G EH T	1	G EH T	1	G EH T	1	G EH T	1	G EH T	BOTH_CORRECT	BOTH_CORRECT
75	pm	10	76	P IY EH M	4	0.013158	1	0.5574952960014343	0.5574952960014343	0.4425047039985657	0.8155015110969543	0.36657407879829407	0.9972133636474609	1	P IY EH M	1	P IY EH M	1	P IY EH M	1	P IY EH M	1	P IY EH M	1	P IY EH M	1	P IY EH M	1	P IY EH M	BOTH_CORRECT	BOTH_CORRECT
76	view	10	77	V Y UW	3	0.012987	1	0.5746261477470398	0.5746261477470398	0.4253738522529602	0.8503755927085876	0.10936462879180908	1.9113919734954834	1	V Y UW	1	V Y UW	1	V Y UW	1	V Y UW	1	V Y UW	1	V Y UW	1	V Y UW	1	V Y UW	BOTH_CORRECT	BOTH_CORRECT
77	online	10	78	AO N L AY N	5	0.012821	1	0.593320906162262	0.593320906162262	0.40667909383773804	0.8888553977012634	0.1297397017478943	1.821101427078247	1	AO N L AY N	1	AO N L AY N	1	AO N L AY N	1	AO N L AY N	1	AO N L AY N	1	AO N L AY N	1	AO N L AY N	1	AO N L AY N	BOTH_CORRECT	BOTH_CORRECT
78	c	10	79	S IY	2	0.012658	1	0.5045996904373169	0.5045996904373169	0.4954003095626831	0.7091996073722839	0.10139775276184082	21.773235321044922	1	S IY	1	S IY	1	S IY	1	S IY	1	S IY	1	S IY	1	S IY	1	S IY	BOTH_CORRECT	BOTH_CORRECT
79	first	10	80	F ER S T	4	0.0125	1	0.5675134658813477	0.5675134658813477	0.43248653411865234	0.8358566761016846	0.07536095380783081	6.647820949554443	1	F ER S T	1	F ER S T	1	F ER S T	1	F ER S T	1	F ER S T	1	F ER S T	1	F ER S T	1	F ER S T	BOTH_CORRECT	BOTH_CORRECT
80	am	10	81	AE M	2	0.012346	1	0.4820348620414734	0.4820348620414734	0.5179651379585266	0.664054274559021	0.07932257652282715	21.40764808654785	1	AE M	1	AE M	1	AE M	1	AE M	1	AE M	1	AE M	1	AE M	1	AE M	BOTH_CORRECT	BOTH_CORRECT
81	been	10	82	B IH N	3	0.012195	1	0.5645125508308411	0.5645125508308411	0.43548744916915894	0.829748272895813	0.08636295795440674	10.014601707458496	1	B IH N	1	B IH N	1	B IH N	1	B IH N	1	B IH N	1	B IH N	1	B IH N	1	B IH N	BOTH_CORRECT	BOTH_CORRECT
82	would	10	83	W UH D	3	0.012048	1	0.5810582041740417	0.5810582041740417	0.41894179582595825	0.8635594248771667	0.07078665494918823	13.930139541625977	1	W UH D	1	W UH D	1	W UH D	1	W UH D	1	W UH D	1	W UH D	1	W UH D	1	W UH D	BOTH_CORRECT	BOTH_CORRECT
83	how	10	84	HH AW	2	0.011905	1	0.5515846014022827	0.5515846014022827	0.4484153985977173	0.8035376071929932	0.04903286695480347	30.122581481933594	1	HH AW	1	HH AW	1	HH AW	1	HH AW	1	HH AW	1	HH AW	1	HH AW	1	HH AW	BOTH_CORRECT	BOTH_CORRECT
84	were	10	85	W ER	2	0.011765	1	0.5433647036552429	0.5433647036552429	0.4566352963447571	0.7869479060173035	0.08484441041946411	13.326263427734375	1	W ER	1	W ER	1	W ER	1	W ER	1	W ER	1	W ER	1	W ER	1	W ER	BOTH_CORRECT	BOTH_CORRECT
85	me	10	86	M IY	2	0.011628	1	0.5524550676345825	0.5524550676345825	0.4475449323654175	0.8052975535392761	0.08662444353103638	10.182595252990723	1	M IY	1	M IY	1	M IY	1	M IY	1	M IY	1	M IY	1	M IY	1	M IY	BOTH_CORRECT	BOTH_CORRECT
