item_index	word	batch_dec_width	rank	target_phonemes	length	zipf_approx	is_word	gate	effective_ventral_weight	effective_dorsal_weight	lexical_confidence	lexical_margin	lexical_density	canonical_full_exact	canonical_full_predicted	canonical_wm_exact	canonical_wm_predicted	canonical_ltm_exact	canonical_ltm_predicted	canonical_fixed05_exact	canonical_fixed05_predicted	freear_full_exact	freear_full_predicted	freear_wm_exact	freear_wm_predicted	freear_ltm_exact	freear_ltm_predicted	freear_fixed05_exact	freear_fixed05_predicted	competence_category	competence_category_freear
48	they	10	49	DH EY	2	0.020408	1	0.5893067121505737	0.5893067121505737	0.41069328784942627	0.880549967288971	0.06764239072799683	19.700885772705078	1	DH EY	1	DH EY	1	DH EY	1	DH EY	1	DH EY	1	DH EY	1	DH EY	1	DH EY	BOTH_CORRECT	BOTH_CORRECT
49	site	10	50	S AY T	3	0.02	1	0.587522029876709	0.587522029876709	0.412477970123291	0.8768654465675354	0.13138675689697266	1.4413225650787354	1	S AY T	1	S AY T	1	S AY T	1	S AY T	1	S AY T	1	S AY T	1	S AY T	1	S AY T	BOTH_CORRECT	BOTH_CORRECT
50	he	10	51	HH IY	2	0.019608	1	0.5469212532043457	0.5469212532043457	0.4530787467956543	0.7941194772720337	0.046051740646362305	35.58635711669922	1	HH IY	1	HH IY	1	HH IY	1	HH IY	1	HH IY	1	HH IY	1	HH IY	1	HH IY	BOTH_CORRECT	BOTH_CORRECT
51	up	10	52	AH P	2	0.019231	1	0.574395477771759	0.574395477771759	0.42560452222824097	0.8499037623405457	0.12815845012664795	11.267858505249023	1	AH P	1	AH P	1	AH P	1	AH P	1	AH P	1	AH P	1	AH P	1	AH P	BOTH_CORRECT	BOTH_CORRECT
52	may	10	53	M EY	2	0.018868	1	0.5338621735572815	0.5338621735572815	0.4661378264427185	0.7678281664848328	0.05176365375518799	31.88402557373047	1	M EY	1	M EY	1	M EY	1	M EY	1	M EY	1	M EY	1	M EY	1	M EY	BOTH_CORRECT	BOTH_CORRECT
53	what	10	54	W AH T	3	0.018519	1	0.5944492816925049	0.5944492816925049	0.4055507183074951	0.8911947011947632	0.08414000272750854	16.584936141967773	1	W AH T	1	W AH T	1	W AH T	1	W AH T	1	W AH T	1	W AH T	1	W AH T	1	W AH T	BOTH_CORRECT	BOTH_CORRECT
54	which	10	55	W IH CH	3	0.018182	1	0.5858886241912842	0.5858886241912842	0.4141113758087158	0.8734973073005676	0.16071200370788574	4.465682506561279	1	W IH CH	1	W IH CH	1	W IH CH	1	W IH CH	1	W IH CH	1	W IH CH	1	W IH CH	1	W IH CH	BOTH_CORRECT	BOTH_CORRECT
55	their	10	56	DH EH R	3	0.017857	1	0.5517375469207764	0.5517375469207764	0.44826245307922363	0.8038468360900879	0.009909868240356445	38.57608413696289	1	DH EH R	1	DH EH R	1	DH EH R	1	DH EH R	1	DH EH R	1	DH EH R	1	DH EH R	1	DH EH R	BOTH_CORRECT	BOTH_CORRECT
56	news	10	57	N UW Z	3	0.017544	1	0.5586985349655151	0.5586985349655151	0.44130146503448486	0.817940890789032	0.21457386016845703	2.2259469032287598	1	N UW Z	1	N UW Z	1	N UW Z	1	N UW Z	1	N UW Z	1	N UW Z	1	N UW Z	1	N UW Z	BOTH_CORRECT	BOTH_CORRECT
57	out	10	58	AW T	2	0.017241	1	0.5476844906806946	0.5476844906806946	0.4523155093193054	0.795659601688385	0.04175621271133423	41.588531494140625	1	AW T	1	AW T	1	AW T	1	AW T	1	AW T	1	AW T	1	AW T	1	AW T	BOTH_CORRECT	BOTH_CORRECT
58	use	10	59	Y UW S	3	0.016949	1	0.5740756392478943	0.5740756392478943	0.4259243607521057	0.8492496609687805	0.053978562355041504	6.08087158203125	1	Y UW S	1	Y UW S	1	Y UW S	1	Y UW S	1	Y UW S	1	Y UW S	1	Y UW S	1	Y UW S	BOTH_CORRECT	BOTH_CORRECT
59	any	10	60	EH N IY	3	0.016667	1	0.5654606819152832	0.5654606819152832	0.4345393180847168	0.8316771388053894	0.03582882881164551	19.280492782592773	1	EH N IY	1	EH N IY	1	EH N IY	1	EH N IY	1	EH N IY	1	EH N IY	1	EH N IY	1	EH N IY	BOTH_CORRECT	BOTH_CORRECT
60	there	10	61	DH EH R	3	0.016393	1	0.5517375469207764	0.5517375469207764	0.44826245307922363	0.8038468360900879	0.009909868240356445	38.57608413696289	1	DH EH R	1	DH EH R	1	DH EH R	1	DH EH R	1	DH EH R	1	DH EH R	1	DH EH R	1	DH EH R	BOTH_CORRECT	BOTH_CORRECT
61	see	10	62	S IY	2	0.016129	1	0.5230084657669067	0.5230084657669067	0.47699153423309326	0.7460494041442871	0.10547816753387451	16.989233016967773	1	S IY	1	S IY	1	S IY	1	S IY	1	S IY	1	S IY	1	S IY	1	S IY	BOTH_CORRECT	BOTH_CORRECT
62	only	10	63	OW N L IY	4	0.015873	1	0.5840718150138855	0.5840718150138855	0.4159281849861145	0.8697556853294373	0.10264778137207031	9.24752426147461	1	OW N L IY	1	OW N L IY	1	OW N L IY	1	OW N L IY	1	OW N L IY	1	OW N L IY	1	OW N L IY	1	OW N L IY	BOTH_CORRECT	BOTH_CORRECT
63	so	10	64	S OW	2	0.015625	1	0.5797154903411865	0.5797154903411865	0.4202845096588135	0.8608028292655945	0.03508257865905762	38.9505729675293	1	S OW	1	S OW	1	S OW	1	S OW	1	S OW	1	S OW	1	S OW	1	S OW	BOTH_CORRECT	BOTH_CORRECT
64	his	10	65	HH IH Z	3	0.015385	1	0.549410343170166	0.549410343170166	0.450589656829834	0.7991442084312439	0.14282184839248657	7.077852249145508	1	HH IH Z	1	HH IH Z	1	HH IH Z	1	HH IH Z	1	HH IH Z	1	HH IH Z	1	HH IH Z	1	HH IH Z	BOTH_CORRECT	BOTH_CORRECT
65	when	10	66	W EH N	3	0.015152	1	0.5761502981185913	0.5761502981185913	0.4238497018814087	0.8534948229789734	0.10495716333389282	10.88067626953125	1	W EH N	1	W EH N	1	W EH N	1	W EH N	1	W EH N	1	W EH N	1	W EH N	1	W EH N	BOTH_CORRECT	BOTH_CORRECT
66	contact	10	67	K AA N T AE K T	7	0.014925	1	0.566426694393158	0.566426694393158	0.43357330560684204	0.83364337682724	0.21320295333862305	1.1288388967514038	1	K AA N T AE K T	1	K AA N T AE K T	1	K AA N T AE K T	1	K AA N T AE K T	1	K AA N T AE K T	1	K AA N T AE K T	1	K AA N T AE K T	1	K AA N T AE K T	BOTH_CORRECT	BOTH_CORRECT
67	here	10	68	HH IY R	3	0.014706	1	0.5378351807594299	0.5378351807594299	0.46216481924057007	0.7758152484893799	0.07282114028930664	33.685340881347656	1	HH IY R	1	HH IY R	1	HH IY R	1	HH IY R	1	HH IY R	1	HH IY R	1	HH IY R	1	HH IY R	BOTH_CORRECT	BOTH_CORRECT
68	business	10	69	B IH Z N AH S	6	0.014493	1	0.557256281375885	0.557256281375885	0.442743718624115	0.8150169849395752	0.07449311017990112	3.8668501377105713	1	B IH Z N AH S	1	B IH Z N AH S	1	B IH Z N AH S	1	B IH Z N AH S	1	B IH Z N AH S	1	B IH Z N AH S	1	B IH Z N AH S	1	B IH Z N AH S	BOTH_CORRECT	BOTH_CORRECT
69	who	10	70	HH UW	2	0.014286	1	0.5413740277290344	0.5413740277290344	0.4586259722709656	0.7829376459121704	0.11523139476776123	10.736207962036133	1	HH UW	1	HH UW	1	HH UW	1	HH UW	1	HH UW	1	HH UW	1	HH UW	1	HH UW	BOTH_CORRECT	BOTH_CORRECT
70	web	10	71	W EH B	3	0.014085	1	0.5817838311195374	0.5817838311195374	0.41821616888046265	0.8650501370429993	0.11758691072463989	2.870748281478882	1	W EH B	1	W EH B	1	W EH B	1	W EH B	1	W EH B	1	W EH B	1	W EH B	1	W EH B	BOTH_CORRECT	BOTH_CORRECT
71	also	10	72	AO L S OW	4	0.013889	1	0.5711005926132202	0.5711005926132202	0.4288994073867798	0.8431714177131653	0.12844717502593994	9.737890243530273	1	AO L S OW	1	AO L S OW	1	AO L S OW	1	AO L S OW	1	AO L S OW	1	AO L S OW	1	AO L S OW	1	AO L S OW	BOTH_CORRECT	BOTH_CORRECT
72	now	10	73	N AW	2	0.013699	1	0.5631399154663086	0.5631399154663086	0.4368600845336914	0.8269575238227844	0.10529381036758423	11.911012649536133	1	N AW	1	N AW	1	N AW	1	N AW	1	N AW	1	N AW	1	N AW	1	N AW	BOTH_CORRECT	BOTH_CORRECT
73	help	10	74	HH EH L P	4	0.013514	1	0.5757417678833008	0.5757417678833008	0.4242582321166992	0.8526583909988403	0.1036563515663147	3.5019257068634033	1	HH EH L P	1	HH EH L P	1	HH EH L P	1	HH EH L P	1	HH EH L P	1	HH EH L P	1	HH EH L P	1	HH EH L P	BOTH_CORRECT	BOTH_CORRECT
74	get	10	75	G EH T	3	0.013333	1	0.5984241962432861	0.5984241962432861	0.40157580375671387	0.899451732635498	0.11006641387939453	6.385178089141846	1	G EH T	1	G EH T	1	G EH T	1	G EH T	1	G EH T	1	G EH T	1	G EH T	1	G EH T	BOTH_CORRECT	BOTH_CORRECT
75	pm	10	76	P IY EH M	4	0.013158	1	0.5289466381072998	0.5289466381072998	0.4710533618927002	0.7579580545425415	0.3400435745716095	1.2128368616104126	1	P IY EH M	1	P IY EH M	1	P IY EH M	1	P IY EH M	1	P IY EH M	1	P IY EH M	1	P IY EH M	1	P IY EH M	BOTH_CORRECT	BOTH_CORRECT
76	view	10	77	V Y UW	3	0.012987	1	0.5724403262138367	0.5724403262138367	0.42755967378616333	0.8459073305130005	0.10131758451461792	2.1351184844970703	1	V Y UW	1	V Y UW	1	V Y UW	1	V Y UW	1	V Y UW	1	V Y UW	1	V Y UW	1	V Y UW	BOTH_CORRECT	BOTH_CORRECT
77	online	10	78	AO N L AY N	5	0.012821	1	0.5946832299232483	0.5946832299232483	0.4053167700767517	0.8916800022125244	0.15431535243988037	1.6535322666168213	1	AO N L AY N	1	AO N L AY N	1	AO N L AY N	1	AO N L AY N	1	AO N L AY N	1	AO N L AY N	1	AO N L AY N	1	AO N L AY N	BOTH_CORRECT	BOTH_CORRECT
78	c	10	79	S IY	2	0.012658	1	0.5230084657669067	0.5230084657669067	0.47699153423309326	0.7460494041442871	0.10547816753387451	16.989233016967773	1	S IY	1	S IY	1	S IY	1	S IY	1	S IY	1	S IY	1	S IY	1	S IY	BOTH_CORRECT	BOTH_CORRECT
79	first	10	80	F ER S T	4	0.0125	1	0.5765676498413086	0.5765676498413086	0.4234323501586914	0.8543493747711182	0.08354640007019043	6.2323222160339355	1	F ER S T	1	F ER S T	1	F ER S T	1	F ER S T	1	F ER S T	1	F ER S T	1	F ER S T	1	F ER S T	BOTH_CORRECT	BOTH_CORRECT
80	am	10	81	AE M	2	0.012346	1	0.491292268037796	0.491292268037796	0.508707731962204	0.6825827360153198	0.22176548838615417	5.291436195373535	1	AE M	1	AE M	1	AE M	1	AE M	1	AE M	1	AE M	1	AE M	1	AE M	BOTH_CORRECT	BOTH_CORRECT
81	been	10	82	B IH N	3	0.012195	1	0.5352507829666138	0.5352507829666138	0.46474921703338623	0.7706186771392822	0.028320133686065674	53.07939147949219	1	B IH N	1	B IH N	1	B IH N	1	B IH N	1	B IH N	1	B IH N	1	B IH N	1	B IH N	BOTH_CORRECT	BOTH_CORRECT
82	would	10	83	W UH D	3	0.012048	1	0.5860627293586731	0.5860627293586731	0.4139372706413269	0.8738561868667603	0.07231271266937256	13.050297737121582	1	W UH D	1	W UH D	1	W UH D	1	W UH D	1	W UH D	1	W UH D	1	W UH D	1	W UH D	BOTH_CORRECT	BOTH_CORRECT
83	how	10	84	HH AW	2	0.011905	1	0.5499816536903381	0.5499816536903381	0.45001834630966187	0.800298273563385	0.004485607147216797	50.092342376708984	1	HH AW	1	HH AW	1	HH AW	1	HH AW	1	HH AW	1	HH AW	1	HH AW	1	HH AW	BOTH_CORRECT	BOTH_CORRECT
84	were	10	85	W ER	2	0.011765	1	0.540896475315094	0.540896475315094	0.459103524684906	0.781976044178009	0.09124493598937988	11.601282119750977	1	W ER	1	W ER	1	W ER	1	W ER	1	W ER	1	W ER	1	W ER	1	W ER	BOTH_CORRECT	BOTH_CORRECT
85	me	10	86	M IY	2	0.011628	1	0.5599724054336548	0.5599724054336548	0.4400275945663452	0.8205249309539795	0.08369666337966919	8.734752655029297	1	M IY	1	M IY	1	M IY	1	M IY	1	M IY	1	M IY	1	M IY	1	M IY	BOTH_CORRECT	BOTH_CORRECT
