item_index	word	batch_dec_width	rank	target_phonemes	length	zipf_approx	is_word	gate	effective_ventral_weight	effective_dorsal_weight	lexical_confidence	lexical_margin	lexical_density	canonical_full_exact	canonical_full_predicted	canonical_wm_exact	canonical_wm_predicted	canonical_ltm_exact	canonical_ltm_predicted	canonical_fixed05_exact	canonical_fixed05_predicted	freear_full_exact	freear_full_predicted	freear_wm_exact	freear_wm_predicted	freear_ltm_exact	freear_ltm_predicted	freear_fixed05_exact	freear_fixed05_predicted	competence_category	competence_category_freear
11	with	10	12	W IH DH	3	0.083333	1	0.569132924079895	0.569132924079895	0.430867075920105	0.8391571640968323	0.20849061012268066	2.7641987800598145	1	W IH DH	1	W IH DH	1	W IH DH	1	W IH DH	1	W IH DH	1	W IH DH	1	W IH DH	1	W IH DH	BOTH_CORRECT	BOTH_CORRECT
12	you	10	13	Y UW	2	0.076923	1	0.5728916525840759	0.5728916525840759	0.4271083474159241	0.8468294739723206	0.08705246448516846	14.203869819641113	1	Y UW	1	Y UW	1	Y UW	1	Y UW	1	Y UW	1	Y UW	1	Y UW	1	Y UW	BOTH_CORRECT	BOTH_CORRECT
13	it	10	14	IH T	2	0.071429	1	0.5903459787368774	0.5903459787368774	0.40965402126312256	0.8826978802680969	0.10934460163116455	11.473965644836426	1	IH T	1	IH T	1	IH T	1	IH T	1	IH T	1	IH T	1	IH T	1	IH T	BOTH_CORRECT	BOTH_CORRECT
14	not	10	15	N AA T	3	0.066667	1	0.5879585146903992	0.5879585146903992	0.41204148530960083	0.8777661323547363	0.04195064306259155	22.698156356811523	1	N AA T	1	N AA T	1	N AA T	1	N AA T	1	N AA T	1	N AA T	1	N AA T	1	N AA T	BOTH_CORRECT	BOTH_CORRECT
15	or	10	16	AO R	2	0.0625	1	0.5231545567512512	0.5231545567512512	0.4768454432487488	0.7463423013687134	0.06369656324386597	40.20265197753906	1	AO R	1	AO R	1	AO R	1	AO R	1	AO R	1	AO R	1	AO R	1	AO R	BOTH_CORRECT	BOTH_CORRECT
16	be	10	17	B IY	2	0.058824	1	0.5337116122245789	0.5337116122245789	0.46628838777542114	0.7675256133079529	0.003242790699005127	55.05943298339844	1	B IY	1	B IY	1	B IY	1	B IY	1	B IY	1	B IY	1	B IY	1	B IY	BOTH_CORRECT	BOTH_CORRECT
17	are	10	18	AA R	2	0.055556	1	0.4938504993915558	0.4938504993915558	0.5061495006084442	0.6877003312110901	0.046120405197143555	54.17457580566406	1	AA R	1	AA R	1	AA R	1	AA R	1	AA R	1	AA R	1	AA R	1	AA R	BOTH_CORRECT	BOTH_CORRECT
18	from	10	19	F R AH M	4	0.052632	1	0.5309004783630371	0.5309004783630371	0.4690995216369629	0.7618798613548279	0.17475295066833496	11.641314506530762	1	F R AH M	1	F R AH M	1	F R AH M	1	F R AH M	1	F R AH M	1	F R AH M	1	F R AH M	1	F R AH M	BOTH_CORRECT	BOTH_CORRECT
19	at	10	20	AE T	2	0.05	1	0.5204225182533264	0.5204225182533264	0.4795774817466736	0.7408677339553833	0.13001829385757446	8.543166160583496	1	AE T	1	AE T	1	AE T	1	AE T	1	AE T	1	AE T	1	AE T	1	AE T	BOTH_CORRECT	BOTH_CORRECT
20	as	10	21	AE Z	2	0.047619	1	0.5561302304267883	0.5561302304267883	0.44386976957321167	0.8127356767654419	0.08846920728683472	23.69536781311035	1	AE Z	1	AE Z	1	AE Z	1	AE Z	1	AE Z	1	AE Z	1	AE Z	1	AE Z	BOTH_CORRECT	BOTH_CORRECT
21	your	10	22	Y AO R	3	0.045455	1	0.5601223707199097	0.5601223707199097	0.43987762928009033	0.8208293318748474	0.06879162788391113	5.325634002685547	1	Y AO R	1	Y AO R	1	Y AO R	1	Y AO R	1	Y AO R	1	Y AO R	1	Y AO R	1	Y AO R	BOTH_CORRECT	BOTH_CORRECT
22	all	10	23	AO L	2	0.043478	1	0.570202648639679	0.570202648639679	0.42979735136032104	0.8413389921188354	0.06653821468353271	27.826452255249023	1	AO L	1	AO L	1	AO L	1	AO L	1	AO L	1	AO L	1	AO L	1	AO L	BOTH_CORRECT	BOTH_CORRECT
23	have	10	24	HH AE V	3	0.041667	1	0.5465563535690308	0.5465563535690308	0.45344364643096924	0.7933832406997681	0.02614539861679077	42.415306091308594	1	HH AE V	1	HH AE V	1	HH AE V	1	HH AE V	1	HH AE V	1	HH AE V	1	HH AE V	1	HH AE V	BOTH_CORRECT	BOTH_CORRECT
24	new	10	25	N UW	2	0.04	1	0.554582417011261	0.554582417011261	0.445417582988739	0.8096016049385071	0.18116307258605957	3.3721165657043457	1	N UW	1	N UW	1	N UW	1	N UW	1	N UW	1	N UW	1	N UW	1	N UW	BOTH_CORRECT	BOTH_CORRECT
25	more	10	26	M AO R	3	0.038462	1	0.5517534613609314	0.5517534613609314	0.4482465386390686	0.803878903388977	0.002572298049926758	26.604799270629883	1	M AO R	1	M AO R	1	M AO R	1	M AO R	1	M AO R	1	M AO R	1	M AO R	1	M AO R	BOTH_CORRECT	BOTH_CORRECT
26	an	10	27	AE N	2	0.037037	1	0.537081778049469	0.537081778049469	0.462918221950531	0.7742999196052551	0.22304725646972656	3.7496256828308105	1	AE N	1	AE N	1	AE N	1	AE N	1	AE N	1	AE N	1	AE N	1	AE N	BOTH_CORRECT	BOTH_CORRECT
27	was	10	28	W AA Z	3	0.035714	1	0.5447414517402649	0.5447414517402649	0.4552585482597351	0.7897228598594666	0.15744322538375854	8.124322891235352	1	W AA Z	1	W AA Z	1	W AA Z	1	W AA Z	1	W AA Z	1	W AA Z	1	W AA Z	1	W AA Z	BOTH_CORRECT	BOTH_CORRECT
28	we	10	29	W IY	2	0.034483	1	0.5889989137649536	0.5889989137649536	0.4110010862350464	0.8799142241477966	0.10598450899124146	16.762283325195312	1	W IY	1	W IY	1	W IY	1	W IY	1	W IY	1	W IY	1	W IY	1	W IY	BOTH_CORRECT	BOTH_CORRECT
29	will	10	30	W IH L	3	0.033333	1	0.5704180002212524	0.5704180002212524	0.42958199977874756	0.8417783379554749	0.10950690507888794	8.424651145935059	1	W IH L	1	W IH L	1	W IH L	1	W IH L	1	W IH L	1	W IH L	1	W IH L	1	W IH L	BOTH_CORRECT	BOTH_CORRECT
30	home	10	31	HH OW M	3	0.032258	1	0.5520361065864563	0.5520361065864563	0.4479638934135437	0.8044503331184387	0.1960756778717041	4.859317779541016	1	HH OW M	1	HH OW M	1	HH OW M	1	HH OW M	1	HH OW M	1	HH OW M	1	HH OW M	1	HH OW M	BOTH_CORRECT	BOTH_CORRECT
31	can	10	32	K AE N	3	0.03125	1	0.5625189542770386	0.5625189542770386	0.4374810457229614	0.8256956934928894	0.09399634599685669	14.426555633544922	1	K AE N	1	K AE N	1	K AE N	1	K AE N	1	K AE N	1	K AE N	1	K AE N	1	K AE N	BOTH_CORRECT	BOTH_CORRECT
32	us	10	33	AH S	2	0.030303	1	0.5054659843444824	0.5054659843444824	0.4945340156555176	0.7109323740005493	0.1527279019355774	16.432201385498047	1	AH S	1	AH S	1	AH S	1	AH S	1	AH S	1	AH S	1	AH S	1	AH S	BOTH_CORRECT	BOTH_CORRECT
33	about	10	34	AH B AW T	4	0.029412	1	0.558720588684082	0.558720588684082	0.44127941131591797	0.8179855942726135	0.22997188568115234	3.320399761199951	1	AH B AW T	1	AH B AW T	1	AH B AW T	1	AH B AW T	1	AH B AW T	1	AH B AW T	1	AH B AW T	1	AH B AW T	BOTH_CORRECT	BOTH_CORRECT
34	if	10	35	IH F	2	0.028571	1	0.5801076292991638	0.5801076292991638	0.4198923707008362	0.861607551574707	0.08412718772888184	17.37839698791504	1	IH F	1	IH F	1	IH F	1	IH F	1	IH F	1	IH F	1	IH F	1	IH F	BOTH_CORRECT	BOTH_CORRECT
35	page	10	36	P EY JH	3	0.027778	1	0.5736521482467651	0.5736521482467651	0.42634785175323486	0.8483838438987732	0.15142840147018433	1.523667335510254	1	P EY JH	1	P EY JH	1	P EY JH	1	P EY JH	1	P EY JH	1	P EY JH	1	P EY JH	1	P EY JH	BOTH_CORRECT	BOTH_CORRECT
36	my	10	37	M AY	2	0.027027	1	0.557299017906189	0.557299017906189	0.44270098209381104	0.8151036500930786	0.10292887687683105	6.244920253753662	1	M AY	1	M AY	1	M AY	1	M AY	1	M AY	1	M AY	1	M AY	1	M AY	BOTH_CORRECT	BOTH_CORRECT
37	has	10	38	HH AE Z	3	0.026316	1	0.5448356866836548	0.5448356866836548	0.4551643133163452	0.7899128794670105	0.08712232112884521	17.831483840942383	1	HH AE Z	1	HH AE Z	1	HH AE Z	1	HH AE Z	1	HH AE Z	1	HH AE Z	1	HH AE Z	1	HH AE Z	BOTH_CORRECT	BOTH_CORRECT
38	search	10	39	S ER CH	3	0.025641	1	0.5870282053947449	0.5870282053947449	0.4129717946052551	0.8758466839790344	0.1408160924911499	1.4486899375915527	1	S ER CH	1	S ER CH	1	S ER CH	1	S ER CH	1	S ER CH	1	S ER CH	1	S ER CH	1	S ER CH	BOTH_CORRECT	BOTH_CORRECT
39	free	10	40	F R IY	3	0.025	1	0.5491088628768921	0.5491088628768921	0.4508911371231079	0.7985354661941528	0.2897876501083374	2.1999735832214355	1	F R IY	1	F R IY	1	F R IY	1	F R IY	1	F R IY	1	F R IY	1	F R IY	1	F R IY	BOTH_CORRECT	BOTH_CORRECT
40	but	10	41	B AH T	3	0.02439	1	0.5813154578208923	0.5813154578208923	0.41868454217910767	0.8640878796577454	0.05315959453582764	30.012060165405273	1	B AH T	1	B AH T	1	B AH T	1	B AH T	1	B AH T	1	B AH T	1	B AH T	1	B AH T	BOTH_CORRECT	BOTH_CORRECT
41	our	10	42	AW ER	2	0.02381	1	0.5356466174125671	0.5356466174125671	0.46435338258743286	0.7714143991470337	0.10236001014709473	24.015888214111328	1	AW ER	1	AW ER	1	AW ER	1	AW ER	1	AW ER	1	AW ER	1	AW ER	1	AW ER	BOTH_CORRECT	BOTH_CORRECT
42	one	10	43	W AH N	3	0.023256	1	0.5718430876731873	0.5718430876731873	0.42815691232681274	0.8446874618530273	0.06620317697525024	13.049224853515625	1	W AH N	1	W AH N	1	W AH N	1	W AH N	1	W AH N	1	W AH N	1	W AH N	1	W AH N	BOTH_CORRECT	BOTH_CORRECT
43	other	10	44	AH DH ER	3	0.022727	1	0.5875387787818909	0.5875387787818909	0.41246122121810913	0.8769000172615051	0.09330505132675171	7.584784507751465	1	AH DH ER	1	AH DH ER	1	AH DH ER	1	AH DH ER	1	AH DH ER	1	AH DH ER	1	AH DH ER	1	AH DH ER	BOTH_CORRECT	BOTH_CORRECT
44	do	10	45	D UW	2	0.022222	1	0.5617219805717468	0.5617219805717468	0.4382780194282532	0.824076771736145	0.042765915393829346	30.566795349121094	1	D UW	1	D UW	1	D UW	1	D UW	1	D UW	1	D UW	1	D UW	1	D UW	BOTH_CORRECT	BOTH_CORRECT
45	no	10	46	N OW	2	0.021739	1	0.5444358587265015	0.5444358587265015	0.45556414127349854	0.7891068458557129	0.046269118785858154	51.399330139160156	1	N OW	1	N OW	1	N OW	1	N OW	1	N OW	1	N OW	1	N OW	1	N OW	BOTH_CORRECT	BOTH_CORRECT
46	information	10	47	IH N F ER M EY SH AH N	9	0.021277	1	0.5877085328102112	0.5877085328102112	0.4122914671897888	0.8772503137588501	0.2338513731956482	1.3774659633636475	1	IH N F ER M EY SH AH N	1	IH N F ER M EY SH AH N	1	IH N F ER M EY SH AH N	1	IH N F ER M EY SH AH N	1	IH N F ER M EY SH AH N	1	IH N F ER M EY SH AH N	1	IH N F ER M EY SH AH N	1	IH N F ER M EY SH AH N	BOTH_CORRECT	BOTH_CORRECT
47	time	10	48	T AY M	3	0.020833	1	0.5745616555213928	0.5745616555213928	0.4254383444786072	0.8502437472343445	0.1283283829689026	11.937050819396973	1	T AY M	1	T AY M	1	T AY M	1	T AY M	1	T AY M	1	T AY M	1	T AY M	1	T AY M	BOTH_CORRECT	BOTH_CORRECT
48	they	10	49	DH EY	2	0.020408	1	0.5875408053398132	0.5875408053398132	0.41245919466018677	0.8769041895866394	0.07410961389541626	19.643177032470703	1	DH EY	1	DH EY	1	DH EY	1	DH EY	1	DH EY	1	DH EY	1	DH EY	1	DH EY	BOTH_CORRECT	BOTH_CORRECT
49	site	10	50	S AY T	3	0.02	1	0.5877596139907837	0.5877596139907837	0.4122403860092163	0.877355694770813	0.13123410940170288	1.4389687776565552	1	S AY T	1	S AY T	1	S AY T	1	S AY T	1	S AY T	1	S AY T	1	S AY T	1	S AY T	BOTH_CORRECT	BOTH_CORRECT
50	he	10	51	HH IY	2	0.019608	1	0.5437134504318237	0.5437134504318237	0.45628654956817627	0.7876506447792053	0.048288583755493164	36.857242584228516	1	HH IY	1	HH IY	1	HH IY	1	HH IY	1	HH IY	1	HH IY	1	HH IY	1	HH IY	BOTH_CORRECT	BOTH_CORRECT
51	up	10	52	AH P	2	0.019231	1	0.5732303857803345	0.5732303857803345	0.4267696142196655	0.8475217819213867	0.1311473846435547	10.899054527282715	1	AH P	1	AH P	1	AH P	1	AH P	1	AH P	1	AH P	1	AH P	1	AH P	BOTH_CORRECT	BOTH_CORRECT
52	may	10	53	M EY	2	0.018868	1	0.531510055065155	0.531510055065155	0.46848994493484497	0.763103723526001	0.061518847942352295	31.215072631835938	1	M EY	1	M EY	1	M EY	1	M EY	1	M EY	1	M EY	1	M EY	1	M EY	BOTH_CORRECT	BOTH_CORRECT
53	what	10	54	W AH T	3	0.018519	1	0.5931784510612488	0.5931784510612488	0.4068215489387512	0.8885602951049805	0.08439493179321289	16.54245376586914	1	W AH T	1	W AH T	1	W AH T	1	W AH T	1	W AH T	1	W AH T	1	W AH T	1	W AH T	BOTH_CORRECT	BOTH_CORRECT
54	which	10	55	W IH CH	3	0.018182	1	0.5830989480018616	0.5830989480018616	0.4169010519981384	0.8677539229393005	0.16668081283569336	4.4938273429870605	1	W IH CH	1	W IH CH	1	W IH CH	1	W IH CH	1	W IH CH	1	W IH CH	1	W IH CH	1	W IH CH	BOTH_CORRECT	BOTH_CORRECT
55	their	10	56	DH EH R	3	0.017857	1	0.5482923984527588	0.5482923984527588	0.4517076015472412	0.7968868613243103	0.0021049976348876953	39.415008544921875	1	DH EH R	1	DH EH R	1	DH EH R	1	DH EH R	1	DH EH R	1	DH EH R	1	DH EH R	1	DH EH R	BOTH_CORRECT	BOTH_CORRECT
56	news	10	57	N UW Z	3	0.017544	1	0.5593948364257812	0.5593948364257812	0.44060516357421875	0.8193532228469849	0.21580958366394043	2.1912665367126465	1	N UW Z	1	N UW Z	1	N UW Z	1	N UW Z	1	N UW Z	1	N UW Z	1	N UW Z	1	N UW Z	BOTH_CORRECT	BOTH_CORRECT
57	out	10	58	AW T	2	0.017241	1	0.5457606911659241	0.5457606911659241	0.4542393088340759	0.7917781472206116	0.047143518924713135	41.506282806396484	1	AW T	1	AW T	1	AW T	1	AW T	1	AW T	1	AW T	1	AW T	1	AW T	BOTH_CORRECT	BOTH_CORRECT
58	use	10	59	Y UW S	3	0.016949	1	0.572601318359375	0.572601318359375	0.427398681640625	0.8462361693382263	0.05134230852127075	6.170619010925293	1	Y UW S	1	Y UW S	1	Y UW S	1	Y UW S	1	Y UW S	1	Y UW S	1	Y UW S	1	Y UW S	BOTH_CORRECT	BOTH_CORRECT
59	any	10	60	EH N IY	3	0.016667	1	0.5638379454612732	0.5638379454612732	0.4361620545387268	0.8283765316009521	0.04004794359207153	19.29286003112793	1	EH N IY	1	EH N IY	1	EH N IY	1	EH N IY	1	EH N IY	1	EH N IY	1	EH N IY	1	EH N IY	BOTH_CORRECT	BOTH_CORRECT
60	there	10	61	DH EH R	3	0.016393	1	0.5482923984527588	0.5482923984527588	0.4517076015472412	0.7968868613243103	0.0021049976348876953	39.415008544921875	1	DH EH R	1	DH EH R	1	DH EH R	1	DH EH R	1	DH EH R	1	DH EH R	1	DH EH R	1	DH EH R	BOTH_CORRECT	BOTH_CORRECT
61	see	10	62	S IY	2	0.016129	1	0.5211984515190125	0.5211984515190125	0.47880154848098755	0.742422342300415	0.10860574245452881	16.030006408691406	1	S IY	1	S IY	1	S IY	1	S IY	1	S IY	1	S IY	1	S IY	1	S IY	BOTH_CORRECT	BOTH_CORRECT
62	only	10	63	OW N L IY	4	0.015873	1	0.5817103981971741	0.5817103981971741	0.4182896018028259	0.8648992776870728	0.10361605882644653	9.603321075439453	1	OW N L IY	1	OW N L IY	1	OW N L IY	1	OW N L IY	1	OW N L IY	1	OW N L IY	1	OW N L IY	1	OW N L IY	BOTH_CORRECT	BOTH_CORRECT
63	so	10	64	S OW	2	0.015625	1	0.5796595215797424	0.5796595215797424	0.42034047842025757	0.8606878519058228	0.04297274351119995	36.74238586425781	1	S OW	1	S OW	1	S OW	1	S OW	1	S OW	1	S OW	1	S OW	1	S OW	BOTH_CORRECT	BOTH_CORRECT
64	his	10	65	HH IH Z	3	0.015385	1	0.5484544634819031	0.5484544634819031	0.4515455365180969	0.7972140312194824	0.14615345001220703	6.959227561950684	1	HH IH Z	1	HH IH Z	1	HH IH Z	1	HH IH Z	1	HH IH Z	1	HH IH Z	1	HH IH Z	1	HH IH Z	BOTH_CORRECT	BOTH_CORRECT
65	when	10	66	W EH N	3	0.015152	1	0.5749787092208862	0.5749787092208862	0.42502129077911377	0.8510968685150146	0.10406535863876343	10.617691040039062	1	W EH N	1	W EH N	1	W EH N	1	W EH N	1	W EH N	1	W EH N	1	W EH N	1	W EH N	BOTH_CORRECT	BOTH_CORRECT
66	contact	10	67	K AA N T AE K T	7	0.014925	1	0.5662267804145813	0.5662267804145813	0.4337732195854187	0.8332363963127136	0.2134387493133545	1.1287153959274292	1	K AA N T AE K T	1	K AA N T AE K T	1	K AA N T AE K T	1	K AA N T AE K T	1	K AA N T AE K T	1	K AA N T AE K T	1	K AA N T AE K T	1	K AA N T AE K T	BOTH_CORRECT	BOTH_CORRECT
67	here	10	68	HH IY R	3	0.014706	1	0.5373783111572266	0.5373783111572266	0.46262168884277344	0.7748963832855225	0.07366138696670532	33.54547882080078	1	HH IY R	1	HH IY R	1	HH IY R	1	HH IY R	1	HH IY R	1	HH IY R	1	HH IY R	1	HH IY R	BOTH_CORRECT	BOTH_CORRECT
68	business	10	69	B IH Z N AH S	6	0.014493	1	0.5575113296508789	0.5575113296508789	0.4424886703491211	0.8155339956283569	0.0760420560836792	3.812643527984619	1	B IH Z N AH S	1	B IH Z N AH S	1	B IH Z N AH S	1	B IH Z N AH S	1	B IH Z N AH S	1	B IH Z N AH S	1	B IH Z N AH S	1	B IH Z N AH S	BOTH_CORRECT	BOTH_CORRECT
69	who	10	70	HH UW	2	0.014286	1	0.5382276177406311	0.5382276177406311	0.4617723822593689	0.7766047716140747	0.11487215757369995	10.885601043701172	1	HH UW	1	HH UW	1	HH UW	1	HH UW	1	HH UW	1	HH UW	1	HH UW	1	HH UW	BOTH_CORRECT	BOTH_CORRECT
70	web	10	71	W EH B	3	0.014085	1	0.5814730525016785	0.5814730525016785	0.41852694749832153	0.8644116520881653	0.11690181493759155	2.888075351715088	1	W EH B	1	W EH B	1	W EH B	1	W EH B	1	W EH B	1	W EH B	1	W EH B	1	W EH B	BOTH_CORRECT	BOTH_CORRECT
71	also	10	72	AO L S OW	4	0.013889	1	0.5698605179786682	0.5698605179786682	0.4301394820213318	0.8406410813331604	0.13329768180847168	9.307371139526367	1	AO L S OW	1	AO L S OW	1	AO L S OW	1	AO L S OW	1	AO L S OW	1	AO L S OW	1	AO L S OW	1	AO L S OW	BOTH_CORRECT	BOTH_CORRECT
72	now	10	73	N AW	2	0.013699	1	0.5619214177131653	0.5619214177131653	0.4380785822868347	0.8244819045066833	0.10689789056777954	11.683308601379395	1	N AW	1	N AW	1	N AW	1	N AW	1	N AW	1	N AW	1	N AW	1	N AW	BOTH_CORRECT	BOTH_CORRECT
73	help	10	74	HH EH L P	4	0.013514	1	0.574855387210846	0.574855387210846	0.42514461278915405	0.8508446216583252	0.10332638025283813	3.4645113945007324	1	HH EH L P	1	HH EH L P	1	HH EH L P	1	HH EH L P	1	HH EH L P	1	HH EH L P	1	HH EH L P	1	HH EH L P	BOTH_CORRECT	BOTH_CORRECT
74	get	10	75	G EH T	3	0.013333	1	0.5984019637107849	0.5984019637107849	0.4015980362892151	0.8994055390357971	0.10966306924819946	6.310990333557129	1	G EH T	1	G EH T	1	G EH T	1	G EH T	1	G EH T	1	G EH T	1	G EH T	1	G EH T	BOTH_CORRECT	BOTH_CORRECT
75	pm	10	76	P IY EH M	4	0.013158	1	0.528394341468811	0.528394341468811	0.47160565853118896	0.7568498849868774	0.3399478495121002	1.2147327661514282	1	P IY EH M	1	P IY EH M	1	P IY EH M	1	P IY EH M	1	P IY EH M	1	P IY EH M	1	P IY EH M	1	P IY EH M	BOTH_CORRECT	BOTH_CORRECT
76	view	10	77	V Y UW	3	0.012987	1	0.5723140835762024	0.5723140835762024	0.4276859164237976	0.8456494212150574	0.10198700428009033	2.118551015853882	1	V Y UW	1	V Y UW	1	V Y UW	1	V Y UW	1	V Y UW	1	V Y UW	1	V Y UW	1	V Y UW	BOTH_CORRECT	BOTH_CORRECT
77	online	10	78	AO N L AY N	5	0.012821	1	0.5945569276809692	0.5945569276809692	0.40544307231903076	0.8914179801940918	0.15434646606445312	1.654913306236267	1	AO N L AY N	1	AO N L AY N	1	AO N L AY N	1	AO N L AY N	1	AO N L AY N	1	AO N L AY N	1	AO N L AY N	1	AO N L AY N	BOTH_CORRECT	BOTH_CORRECT
78	c	10	79	S IY	2	0.012658	1	0.5211984515190125	0.5211984515190125	0.47880154848098755	0.742422342300415	0.10860574245452881	16.030006408691406	1	S IY	1	S IY	1	S IY	1	S IY	1	S IY	1	S IY	1	S IY	1	S IY	BOTH_CORRECT	BOTH_CORRECT
79	first	10	80	F ER S T	4	0.0125	1	0.5750342607498169	0.5750342607498169	0.4249657392501831	0.8512105345726013	0.08352315425872803	6.183414459228516	1	F ER S T	1	F ER S T	1	F ER S T	1	F ER S T	1	F ER S T	1	F ER S T	1	F ER S T	1	F ER S T	BOTH_CORRECT	BOTH_CORRECT
80	am	10	81	AE M	2	0.012346	1	0.4909220039844513	0.4909220039844513	0.5090779960155487	0.681842029094696	0.22133111953735352	5.192557334899902	1	AE M	1	AE M	1	AE M	1	AE M	1	AE M	1	AE M	1	AE M	1	AE M	BOTH_CORRECT	BOTH_CORRECT
81	been	10	82	B IH N	3	0.012195	1	0.5377802848815918	0.5377802848815918	0.4622197151184082	0.7757049202919006	0.04647386074066162	45.40382385253906	1	B IH N	1	B IH N	1	B IH N	1	B IH N	1	B IH N	1	B IH N	1	B IH N	1	B IH N	BOTH_CORRECT	BOTH_CORRECT
82	would	10	83	W UH D	3	0.012048	1	0.5846985578536987	0.5846985578536987	0.41530144214630127	0.8710459470748901	0.07046818733215332	13.074382781982422	1	W UH D	1	W UH D	1	W UH D	1	W UH D	1	W UH D	1	W UH D	1	W UH D	1	W UH D	BOTH_CORRECT	BOTH_CORRECT
83	how	10	84	HH AW	2	0.011905	1	0.5494694709777832	0.5494694709777832	0.4505305290222168	0.7992637753486633	0.006280958652496338	49.69465255737305	1	HH AW	1	HH AW	1	HH AW	1	HH AW	1	HH AW	1	HH AW	1	HH AW	1	HH AW	BOTH_CORRECT	BOTH_CORRECT
84	were	10	85	W ER	2	0.011765	1	0.5412957668304443	0.5412957668304443	0.45870423316955566	0.782780110836029	0.09817153215408325	10.766838073730469	1	W ER	1	W ER	1	W ER	1	W ER	1	W ER	1	W ER	1	W ER	1	W ER	BOTH_CORRECT	BOTH_CORRECT
85	me	10	86	M IY	2	0.011628	1	0.5568251013755798	0.5568251013755798	0.44317489862442017	0.8141433596611023	0.08297508955001831	8.758543968200684	1	M IY	1	M IY	1	M IY	1	M IY	1	M IY	1	M IY	1	M IY	1	M IY	BOTH_CORRECT	BOTH_CORRECT
